,group,sub_group,sub_sub_group,dataset,shape,size
1539,AwakeEventData,VVGF.412400,StartCounterSt,value,"(1,)",1
1540,AwakeEventData,VVGF.412400,State,value,"(1,)",1
1541,AwakeEventData,VVGF.412423,StartCounterSt,value,"(1,)",1
1542,AwakeEventData,VVGF.412423,State,value,"(1,)",1
1543,AwakeEventData,XMPP-STREAK,StreakImage,streakImageBinning,"(1,)",1
1544,AwakeEventData,XMPP-STREAK,StreakImage,streakImageData,"(344064,)",344064
1545,AwakeEventData,XMPP-STREAK,StreakImage,streakImageExposureTime,"(1,)",1
1546,AwakeEventData,XMPP-STREAK,StreakImage,streakImageHeight,"(1,)",1
1547,AwakeEventData,XMPP-STREAK,StreakImage,streakImageInfo,"(1,)",1
1548,AwakeEventData,XMPP-STREAK,StreakImage,streakImageMcpGain,"(1,)",1
1549,AwakeEventData,XMPP-STREAK,StreakImage,streakImageMode,"(1,)",1
1550,AwakeEventData,XMPP-STREAK,StreakImage,streakImageProjection,"(512,)",512
1551,AwakeEventData,XMPP-STREAK,StreakImage,streakImageTime,"(1,)",1
1552,AwakeEventData,XMPP-STREAK,StreakImage,streakImageTimeRange,"(1,)",1
1553,AwakeEventData,XMPP-STREAK,StreakImage,streakImageTimeValues,"(512,)",512
1554,AwakeEventData,XMPP-STREAK,StreakImage,streakImageTrigLevel,"(1,)",1
1555,AwakeEventData,XMPP-STREAK,StreakImage,streakImageWidth,"(1,)",1
1556,AwakeEventData,XUCL-SPECTRO,BinningSetting,hbin,"(1,)",1
1557,AwakeEventData,XUCL-SPECTRO,BinningSetting,hend,"(1,)",1
1558,AwakeEventData,XUCL-SPECTRO,BinningSetting,hstart,"(1,)",1
1559,AwakeEventData,XUCL-SPECTRO,BinningSetting,readMode,"(1,)",1
1560,AwakeEventData,XUCL-SPECTRO,BinningSetting,vbin,"(1,)",1
1561,AwakeEventData,XUCL-SPECTRO,BinningSetting,vend,"(1,)",1
1562,AwakeEventData,XUCL-SPECTRO,BinningSetting,vstart,"(1,)",1
1563,AwakeEventData,XUCL-SPECTRO,,CameraAcq,(),1
1564,AwakeEventData,XUCL-SPECTRO,CameraSettings,ddgGateDelay,"(1,)",1
1565,AwakeEventData,XUCL-SPECTRO,CameraSettings,ddgGateDelay_max,"(1,)",1
1566,AwakeEventData,XUCL-SPECTRO,CameraSettings,ddgGateDelay_min,"(1,)",1
1567,AwakeEventData,XUCL-SPECTRO,CameraSettings,ddgGateWidth,"(1,)",1
1568,AwakeEventData,XUCL-SPECTRO,CameraSettings,ddgGateWidth_max,"(1,)",1
1569,AwakeEventData,XUCL-SPECTRO,CameraSettings,ddgGateWidth_min,"(1,)",1
1570,AwakeEventData,XUCL-SPECTRO,CameraSettings,enableDDGIntelligate,(),1
1571,AwakeEventData,XUCL-SPECTRO,CameraSettings,enableFan,(),1
1572,AwakeEventData,XUCL-SPECTRO,CameraSettings,enableFastTrigger,(),1
1573,AwakeEventData,XUCL-SPECTRO,CameraSettings,exposureTime,"(1,)",1
1574,AwakeEventData,XUCL-SPECTRO,CameraSettings,mcpGain,"(1,)",1
1575,AwakeEventData,XUCL-SPECTRO,CameraSettings,mcpGain_max,"(1,)",1
1576,AwakeEventData,XUCL-SPECTRO,CameraSettings,mcpGain_min,"(1,)",1
1577,AwakeEventData,XUCL-SPECTRO,CameraSettings,preampGainIndex,"(1,)",1
1578,AwakeEventData,XUCL-SPECTRO,CameraSettings,preampGainIndex_max,"(1,)",1
1579,AwakeEventData,XUCL-SPECTRO,CameraSettings,preampGainIndex_min,"(1,)",1
1580,AwakeEventData,XUCL-SPECTRO,CameraSettings,targetShutDownTemperature,"(1,)",1
1581,AwakeEventData,XUCL-SPECTRO,CameraSettings,targetShutDownTemperature_max,"(1,)",1
1582,AwakeEventData,XUCL-SPECTRO,CameraSettings,targetShutDownTemperature_min,"(1,)",1
1583,AwakeEventData,XUCL-SPECTRO,CameraSettings,targetTemperature,"(1,)",1
1584,AwakeEventData,XUCL-SPECTRO,CameraSettings,targetTemperature_max,"(1,)",1
1585,AwakeEventData,XUCL-SPECTRO,CameraSettings,targetTemperature_min,"(1,)",1
1586,AwakeEventData,XUCL-SPECTRO,CameraSettings,triggerEdge,"(1,)",1
1587,AwakeEventData,XUCL-SPECTRO,CameraSettings,triggerTermination,(),1
1588,AwakeEventData,XUCL-SPECTRO,CameraSettings,triggerThreshold,"(1,)",1
1589,AwakeEventData,XUCL-SPECTRO,,CameraSettingsStatus,(),1
1590,AwakeEventData,XUCL-SPECTRO,,ImageAcq,(),1
1591,AwakeEventData,awake.XAWAVS_BEAML_TT_AVG,PosSt,value,"(1,)",1
1592,AwakeEventData,awake.XAWAVS_DE_TT_AVG,PosSt,value,"(1,)",1
1593,AwakeEventData,awake.XAWAVS_DF_TT_AVG,PosSt,value,"(1,)",1
1594,AwakeEventData,awake.XAWAVS_DJ_PV236,StsReg01,value,"(1,)",1
1595,AwakeEventData,awake.XAWAVS_UE_TT_AVG,PosSt,value,"(1,)",1
1596,AwakeEventData,awake.XAWAVS_UF_TT_AVG,PosSt,value,"(1,)",1
1597,AwakeEventData,awake.XAWAVS_UJ_PV136,StsReg01,value,"(1,)",1
1598,AwakeEventData,awake.XAWAVS_VX_TT_AVG,PosSt,value,"(1,)",1
1599,AwakeEventInfo,,,configurationVersionNumber,(),1
1600,AwakeEventInfo,,,eventNumber,(),1
1601,AwakeEventInfo,,,runNumber,(),1
1602,AwakeEventInfo,,,timestamp,(),1
